RollerAds,Middle / Senior Go Developer,от 200 000 руб. на руки,1–3 года,"Полная занятость, полный день","['Go', 'MySQL', 'Clickhouse', 'Golang']","Требуемый опыт работы: 1–3 годаПолная занятость, полный деньВозможно временное оформление: договор услуг, подряда, ГПХ, самозанятые, ИПRollerAds — международная Ad-Tech компания, работающая в сфере интернет-маркетинга. Уже 2 года мы помогаем паблишерам успешно монетизировать свои сайты, а рекламодателям — получать качественный трафик. Мы команда из спецов в рекламе и сильного отдела разработки. Сейчас мы в поисках Software Engineer для развития нашей платформы. У нас есть большое количество сервисов, написанных на Go, задеплоенных в k8s и огромное количество траффика - до 700 000 запросов в секунду. Чем предстоит заниматься?  Участвовать в проектировании и разработке сервисов; Разрабатывать алгоритмы ротации рекламы, а также алгоритмы защиты от рекламных ботов; Улучшать обход базы с подписчиками на рекламу; Оптимизировать скорость ответа сервисов и их пропускную способность; Уметь хранить и обрабатывать полученные события.  Что мы ожидаем от тебя?  Уверенные знания Go. Опыт других языков с GC будет плюсом; Понимание работы стека TCP/IP; Способность написать сложные SQL запросы. Мы используем MySQL и Clickhouse; Опыт работы с распределенными KV-хранилищами(aerospike, cassandra, scylla, etcd); Желание работать в команде.  От нас:  Возможность работать в офисе, гибридно или полностью удалённо; Гибкое начало дня 11:00-12:00; Оформление по ТК или как ИП; Комфортабельный офис А-класса в шаговой доступности от станций метро Горьковская, Чкаловская, Спортивная; Команда из сильных разрабов, готовых делиться опытом; Ключевые навыкиGoMySQLClickhouseGolangАдресСанкт-Петербург, Большая Пушкарская улица, 22Показать на большой карте",https://hh.ru/vacancy/48379276?from=vacancy_search_list&query=go
Ozon Информационные технологии,Стажёр-разработчик Go (Микросервисы / Карточка товара),з/п не указана,не требуется,"Стажировка, полный день","['Golang', 'PostgreSQL', 'IT', 'JSON API', 'Торговая площадка']","Требуемый опыт работы: не требуетсяСтажировка, полный день




Ozon — одна из крупнейших российских e-commerce компаний. Мы начали строить бизнес в 1998 году — когда рунету было четыре года.
Успешный e-commerce — это давно не сайт с картинками, а технологическая компания. Чтобы миллионы пользователей могли делать сотни тысяч заказов в день и получать их вовремя, нужна ИТ-инфраструктура, которая способна все это поддерживать, да еще и с мощной инфраструктурой логистики.
В технологической лаборатории Ozon уже больше 1600 сотрудников — и мы продолжаем расти. У нас 7 фулфилмент-фабрик площадью 227 тысяч квадратных метров по полу, 43 сортировочных центра и более 10 тысяч точек выдачи заказов по всей стране.
Мы верим, что можем изменить подход к совершению покупок — сделать жизнь миллионов людей проще и удобнее, освобождая время для себя и своих близких и стремимся делать лучший в России e-commerce. Приходи делать его вместе с нами!


Карточка товара является важнейшим этапом CJM и ключевым шагом для принятия решения о покупке. Наша команда генерирует по несколько гипотез в день и проверяет их через множество A/B-тестов.Мы напрямую влияем на такие метрики, как конверсия в добавление в корзину/избранное, GMV, конверсию в заказ и многие другие. Мы всегда открыты к идеям, каждый сотрудник имеет возможность повлиять на продукт, а скорость воплощения фичей от идеи до релиза иногда доходит до недели. Наша команда занимается разработкой высоконагруженного сервиса, который получает и подготавливает все необходимые данные о товаре для показа покупателю, с учетом всех требований бизнеса. Большое внимание уделяем вопросам производительности и оптимального взаимодействия с другими сервисами. Также наша команда помогает пользователям сравнивать товары между собой через сервис сравнения, а нашим бизнесам лучше узнавать своих пользователей через сервис количественных и UI/UX опросов на сайте и в приложении. Что вам предстоит:  Разработка ПО (микросервисов); Проектирование новых и доработки существующих БД; Написание unit тестов; Поддерживать и дорабатывать имеющеюся проекты; Взаимодействовать с коллегами и участвовать в различных проектах.  Что мы ожидаем от вас:  Образование не ниже среднего специального; Готовность работать полную занятость; Студент 4 курса/выпускник университета; Знание таких технологий, как Golang, PostgreSQL, Сетевые протоколы (HTTP1/2, модель OSI), Json.  Плюсом будет:  Базовые знания GRPC, REST API; Паттерны проектирования; Мониторниг: Grafana, Prometheus, Jaeger; Gitlab; Микросервисная архитектура; Английский язык на уровне чтения документации.  Просим указать в сопроводительном письме ожидания от стажировки, навыки и опыт!



Условия:

официальное оформление (срочный трудовой договор);
поддержка опытных менторов;
гибкий график по договоренности с руководителем;
перспектива роста до штатного специалиста;
свобода в реализации идей;
прекрасный офис в Сити с панорамными видами;
фрукты, снеки и безлимитный кофе на кухнях, бесплатные ужины для особых трудяг;
скидки в компаниях-партнёрах;
общение на «ты» и никакого дресс-кода.




Ключевые навыкиGolangPostgreSQLITJSON APIТорговая площадкаАдресДеловой центр, Деловой центр, Международная, Москва, Пресненская набережная, 10Показать на большой карте",https://hh.ru/vacancy/48268830?from=vacancy_search_list&query=go
SmartTel Plus OÜ SP z.o.o. oddział w Polsce,Middle Front-End Developer,от 200 000 до 250 000 руб. до вычета налогов,3–6 лет,"Полная занятость, полный день","['Английский\xa0— B2 — Средне-продвинутый', 'JavaScript', 'CSS3', 'MongoDB', 'Английский язык', 'API integrations', 'Sass', 'jQuery', 'Go', 'Atlassian Jira']","Требуемый опыт работы: 3–6 летПолная занятость, полный деньВозможно временное оформление: договор услуг, подряда, ГПХ, самозанятые, ИПAbout Apifonica: We are Apifonica, and we love helping businesses grow. Apifonica provides smart voice & SMS solutions for digital optimization of business processes. We’re helping to transform everyday business activities into automated workflows. Job Description Apifonica is looking forward to hire an experienced FRONT END DEVELOPER. You will be responsible for building products that will disrupt one of the world’s largest sectors and bring the business communication industry into the modern age. Your primary focus will be development of official website and personal panel to ensure high performance and responsiveness.   Requirements:  3+ years of experience in development:, Proficiency in front-end core skills, including HTML5, CSS3, Strong skills and day-to-day experience using one or more of the tools: NodeJS, ExpressJS, Webpack, Pug, Sass etc, Proficiency in JavaScript(ES6) and jQuery, experience in front-end UI frameworks like VueJS, AngularJS or ReactJS (preferred experience in VueJS), Basic skills in: Apache, Nginx, PHP; Go, MongoDB (Mongoose), MySQL, PostreSQL, Oracle (current applications are based on NodeJS, ExpressJS, VueJS, Pug, Sass), Expertise in MVC design patterns and object-oriented programming, Experience with Postman and version control systems such as GitHub, GitLab, Experience working with Agile methodologies and tools such as JIRA, Upper-intermediate English.  Key Responsibilities:  Development, refactoring and support of official website, personal panel and other products, Development user-facing interfaces, Integration with external APIs.  We offer:  Professional and dynamic working environment in the center of Moscow, Possibility of working remotely, Personal and professional development opportunities in an international company, Satisfying salary and bonuses. Ключевые навыкиАнглийский — B2 — Средне-продвинутыйJavaScriptCSS3MongoDBАнглийский языкAPI integrationsSassjQueryGoAtlassian Jira",https://hh.ru/vacancy/48581075?from=vacancy_search_list&query=go
ООО РД Технологии,Senior DevOps-инженер,от 250 000 руб. на руки,3–6 лет,"Полная занятость, полный день","['Python', 'PostgreSQL', 'AWS', 'Асинхронное программирование', 'Go', 'asyncio', 'C++', 'Terraform', 'Docker', 'Linux', 'kafka']","Требуемый опыт работы: 3–6 летПолная занятость, полный деньНаша команда в поисках Senior Devops инженера. Мы ищем в новый проект DeFi, на организацию стейкинга криптовалют, а также на поддержку существующих продуктов. Можем предложить тебе много опыта, крутых задач и в целом огромных возможностей для профессионального и карьерного роста в финтех проекте, команду крутых молодых разработчиков с общей идеей. ► Наш стек:   Python/Golang in product applications   Python/Bash in CI automation   AWS Cloud (EC2, ECS, RDS, CloudWatch, ElastiCache)   Cloudflare   Apache Kafka cluster   ClickHouse cluster   GitLab server   Grafana   VictoriaMetrics   Loki   Terraform   Ansible   ► Очень желательно, но возможны варианты:   Не менее 3 лет работаете с linux системами в роли системного администратора/devops;   Есть опыт работы с технологиями из нашего стека   Умеете писать python и bash скрипты   Умеете работать с облачными провайдерами (сеть, безопасность, managed-сервисы)   Имеете навыки развития и поддержки CI/CD автоматизации   Каждый день работаете с git, не боитесь мерж-конфликтов   Умеете настраивать reverse-proxy   Умеете траблшутить проблемы с PostgreSQL   Имеете опыт работы с системами конфигурации (мы используем Terraform, Ansible)   Умение систематически подходить к решению задач, навыки декомпозиции и критического анализа задач   Навыки устранения аварий в условиях дефицита времени (с целью уменьшения простоя сервиса)   Будет плюсом, если: Есть понимание блокчейна и стейкинга, опыт с платежами, веб-приложениями большой нагрузки, конфиденциальными данными ★ Почему у нас хорошо:   Плоская структура, высокая скорость принятия решений, senior команда разработки.   Много свободы и ответственности в решении задач. Задачи с нуля, на развитие функциональности, а не на поддержку и рефакторинг.   Сложная бизнес-логика продукта, чувствительные данные и секьюрные API.   Мы продуктовая компания, а это значит, что мы сами принимаем решения по развитию продукта. Нам важно, чтобы пользователю было удобно и комфортно пользоваться сервисом.   Условия:   Зарплатная вилка зависит от опыта и скиллов, можем платить в евро, рублях, долларах.   Офис или удаленка.   График гибкий (начало и конец рабочего дня плавающие).    Ключевые навыкиPythonPostgreSQLAWSАсинхронное программированиеGoasyncioC++TerraformDockerLinuxkafkaАдресБауманская, Москва, Нижняя Красносельская улица, 35с9Показать на большой карте",https://hh.ru/vacancy/48299189?from=vacancy_search_list&query=go
ООО ФАЙВДЖЕН,Инженер программист (Golang),от 100 000 до 200 000 руб. на руки,1–3 года,"Полная занятость, полный день","['Golang', 'PostgreSQL', 'Linux', 'Git']","Требуемый опыт работы: 1–3 годаПолная занятость, полный деньПривет! В IT компанию, специализирующуюся на системах видеонаблюдения и видеоаналитики, требуется разработчик на Go (backend). Коротко о нас:  Fivegen LLC – разработчик программных решений в области высоконагруженных стриминговых сервисов и нейронных сетей. Что предстоит делать:  разрабатывать backend приложения и сервисы под высокую нагрузку; интегрироваться с внешними и внутренними web-сервисами и приложениями; активно участвовать во всём процессе разработки от проектирования до запуска и развития продуктов; выполнять рефакторинг своего кода;  Что для этого нужно:  знания Golang навыки работы с базами данных, в частности PostgreSQL опыт работы с ОС семейства Linux, знание Bash/Unix shell знание REST-архитектуры, структуры HTTP-запросов знание Docker, Git базовые знания алгоритмов и структур данных умение работать в команде  Приветствуется:  опыт работы с брокерами очередей (напр. RabbitMQ) базовые знания Python  Наш стек:Golang, VueJS, Erlang, Git, Docker, Postgres Условия:  испытательный срок - 3 месяца трудоустройство в соответствии с ТК РФ з/п от 100 000 до 200 000 руб/мес на руки + премии за ведение проектной деятельности карьерный рост в соответствии с успешно реализованными проектами комфортный офис в Москве со способствующей работе атмосферой :) Ключевые навыкиGolangPostgreSQLLinuxGitАдресМосква, Усачёва улица, 33с2Показать на большой карте",https://hh.ru/vacancy/48499259?from=vacancy_search_list&query=go
"Mail.ru Group, Delivery Club",PHP/Go-разработчик (Delivery Club),з/п не указана,1–3 года,"Полная занятость, полный день",[],"Требуемый опыт работы: 1–3 годаПолная занятость, полный день





Delivery Club
Delivery Club — лидер рынка foodtech в России. C 2020 года пользователи Delivery Club могут заказать в приложении не только готовую еду из ресторанов, но и доставку продуктов питания и товаров повседневного спроса, а также медикаменты, косметику и зоотовары.
Ежемесячно мы выполняем свыше 5,5 млн заказов более чем в 250 городах страны, доставляя еду из 35 тысяч ресторанов. Мы верим, что привозим клиентам не просто еду, а время, экономя которое они могут сделать свою жизнь ярче.
Delivery Club строит экосистему вокруг доставки еды. Наш сервис — это ИТ-система, связывающая клиентов, курьеров и рестораны друг с другом. Мы используем искусственный интеллект для прогнозирования спроса и распределения курьеров. Наша команда непрерывно работает над каждым элементом системы, чтобы твой следующий заказ в Delivery Club приехал еще быстрее.
В 2019 году Delivery Club стал частью O2O-платформы (online-to-offline) на рынках еды и транспорта, которую создают Mail.ru Group и Сбербанк. Десять лет назад мы начали развивать foodtech-рынок в России, а сейчас открываем его новую главу. Наша команда ждет смелых сотрудников, которые стремятся максимально эффективно использовать свое время и хотят помочь делать то же самое клиентам Delivery Club.



Стек разработки: Go, PHP, Symfony, Postgres, Kafka, Redis, Docker, Kubernetes. Задачи:  проектирование и разработка микросервисов — от идеи до работы в продакшене; доработка существующих решений; event-driven.  Требования:  опыт разработки на PHP — от 2 лет; желание развиваться в Go; опыт проектирования микросервисов; умение тестировать свой код; уверенное знание SQL (Postgres).  Будет плюсом:  опыт разработки на Go; знание Kafka.  Работа в Mail.ru Group — это:  разнообразие проектов: соцсети, почтовые сервисы, киберспорт, игры, электронная коммерция, мессенджеры, образование, B2B — которые помогают миллионам пользователей работать, решать бытовые задачи, учиться и развлекаться; сложные и интересные задачи: высоконагруженные сервисы, которые задают уровень для конкурентов качеством и технологиями; быстрый рост в трендовых направлениях; амбициозные цели перед каждым проектом; экспертиза: сотрудники Mail.ru Group обладают передовым опытом, преподают в образовательных проектах, выступают на российских и международных конференциях; команда: вместе работаем, занимаемся спортом, участвуем в соревнованиях и отдыхаем; профессиональное развитие: организуем митапы, конференции, встречи разработчиков и тестировщиков, семинары и тренинги, куда открыт доступ каждому сотруднику; здоровье и спорт: программа ДМС доступна с первого месяца работы; поддерживаем 8 корпоративных видов спорта (футбол, баскетбол, волейбол, бег, плавание, хоккей, триатлон, настольный теннис); оборудование: мощное железо, дополнительные мониторы, специализированные гаджеты — все для решения масштабных задач и экспериментов; офис в 5 минутах от метро, крытый паркинг для всех сотрудников, велопарковка, а летом — прокат велосипедов, лонгбордов и самокатов; для поддержания иммунитета круглый год во фреш-баре овощи и фрукты; собственный тренажерный и спортивный зал в офисе;   возможность работать удаленно или по гибридному графику: часть рабочего времени — в офисе, часть — дома. 





",https://hh.ru/vacancy/48497312?from=vacancy_search_list&query=go
МойОфис,Младший разработчик бекенда (Go),з/п не указана,1–3 года,"Полная занятость, полный день",[],"Требуемый опыт работы: 1–3 годаПолная занятость, полный день







Мы разрабатываем МойОфис — безопасные офисные решения для общения и совместной работы с документами. Московский центр разработки развивает продукты корпоративной линейки: электронную почту, календарь, контакты и службу каталогов. Нашими продуктами ежедневно пользуются сотрудники крупнейших компаний, государственных учреждений и образовательных организаций. Наш бекенд состоит из нескольких десятков микросервисов, общающихся между собой по GRPC, а с внешним миром – через различные гейтвеи (JSON-RPC, WS, IMAP, SMTP, CalDAV, CardDAV, LDAP). Слой хранения нашей системы включает в себя различные документоориентированные и графовые базы данных, а также объектное хранилище. Мы используем специальные техники, чтобы создавать self-healing софт, способный восстанавливать работоспособность системы после длительного периода инфраструктурных проблем. Мы требовательны к производительности и качеству выпускаемых продуктов и обеспечиваем их многоуровневое тестирование.В качестве бекенд-разработчика Go вам предстоит решать нетривиальные задачи, связанные с исследованием новых предметных областей, проектированием архитектуры сервисов, реализацией их бизнес-логики, а также писать юнит-тесты и документацию. Ваши будущие задачи:  разработка микросервисов на Golang (проекты: почта, календарь, контакты, каталог); проектирование архитектуры подсистем; проектирование и реализация API; создание действительно качественного кода (производительность, тесты, документация).  Используемые технологии: Go, GRPC, RethinkDB, ArangoDB, MongoDB, Redis, NATS, Docker, Kubernetes, Prometheus, Grafana. Для нас важно:  опыт серверной разработки от 1 года; опыт разработки на Golang от 0,5 лет; опыт конкурентного и асинхронного программирования; понимание эффективности применяемых алгоритмов; навыки работы в Linux среде; ответственность и достаточная самостоятельность; уверенность при работе с существующим кодом; английский язык на уровне чтения технической документации.  Будет плюсом:  опыт работы с noSQL базами данных; опыт реализации протоколов по англоязычным спецификациям; опыт работы с высоконагруженными и геораспределенными системами.  Мы предлагаем:  возможность работать в крупном, постоянно развивающемся проекте с нетривиальными задачами; современные подходы к архитектуре и технологический стек; возможность предлагать свои идеи и влиять на проект – проработайте идею с командой и она воплотится в жизнь; наращивать экспертизу - в нашей команде принято совершенствоваться и делиться знаниями, коллеги готовы рассказать и научить тому, в чем отлично разбираются; комфортную атмосферу – мы уважаем друг друга, открыты к общению на любые темы и ценим увлеченных людей; профильные курсы, корпоративный английский, участие в конференциях (в т.ч. спикером, если есть желание и готовность); приятный социальный пакет – ДМС со стоматологией, оплачиваемое питание, завтраки и перекусы в офисе, скидки от партнеров, спортивное приложение для тренировок; отсутствие строгого дресс-кода; офис в центре Москвы (метро Тверская/Пушкинская/Чеховская); комбинированный режим работы/гибридный график работы из офиса. 



Ждём тебя в нашей команде!


АдресПушкинская, Тверская, Чеховская, Москва, Большой Гнездниковский переулок, 1с2Показать на большой карте",https://hh.ru/vacancy/48225982?from=vacancy_search_list&query=go
ООО Он Зэ Спот Девелопмент,Senior Golang Engineer at Orca Security,з/п не указана,3–6 лет,"Полная занятость, полный день","['Английский\xa0— B1 — Средний', 'golang', 'Golang', 'Consumer Goods', 'Software Development']","Требуемый опыт работы: 3–6 летПолная занятость, полный день​​​​​Do you know someone who would make a great match? Refer them to us. For a successful hire (once the probationary period ends), you will receive a referral bonus (3000$) as a thank you.*A person can be counted as a referral if you warned them about our opportunity and sent us a CV with the contact information.Dive right in. Swim with our pod. At Orca, we believe that in the right environment and with the right team, talent has no boundaries. This team spirit, together with our drive to always aim high (because the cloud is the limit), have quickly earned us unicorn status and turned us into a global cloud security innovation leader. So if you’re ready to join an amazing team of people who inspire each other every day, now is the time to find your place in our pod. We’re looking for driven and talented people like you to join our R&D team and our mission to change the future of cloud security. At Orca, we’re proud of what we do and we always aim high. This, together with our belief in the power of teamwork, has quickly turned us into a global cloud security innovation leader (and a unicorn). Ready to dive in and swim with our pod? Highlights: ● Fast growth: This company has momentum. It’s THE opportune time to join Orca Security. ● Disruptive technology: Orca Security completely changed the way cloud is secured and is leading a new approach of how security solutions should be built. It’s completely agentless and detects every important risk in the cloud environment down to the data layer. It’s fast, simple, and complete. ● Although young, Orca has already acquired raving customers of all sizes, from post Series A to F100 companies - see some examples here. ● Well-capitalized: Total funding is almost $300MM in less than 24 months. CapitalG, Redpoint, GGV, YL Ventures, and SVCI. SVCI is a syndicate of CISOs who invested their own money after careful due diligence. ● Founded and led by 8 architects and executives from Check Point and quickly joined by many senior engineers from Palo Alto and Check Point. About the role: Orca Security is building a challenging, interesting, and a high pace evolving product that is changing the cloud-security landscape. We are growing and looking for talented, highly-motivated, multi-tasker, and demonstrated team-player to join us. We have an inspiring team of top talents building a product that revolutionizes the way security is being done in the cloud. We hold a real passion for the latest technology trends and strive to incorporate these technologies in our product. You will be a lead developer responsible for the development of new software products. On a typical day you'll:  Write clean, concise code that is stable, extensible, and unit-tested appropriately Diagnose complex issues, evaluate, recommend and execute the best solution Implement new requirements within our Agile delivery methodology while following our established architectural principles Test software to ensure proper and efficient execution and adherence to business and technical requirements Write code that meets the production requirements and design specifications and anticipate potential errors/issue Provides input into the architecture and design of the product; collaborating with the team in solving problems the right way Develop expertise of AWS, Azure, and GCP products and technologies  About you:  Bachelor's degree in Computer Science, Engineering or relevant experience 4+ years Go development experience Knowledge/Experience designing and implementing data-intensive systems Experienced in working with micro-service architecture & cloud-native services Solid understanding of software design principles, concurrency, synchronization, memory management, data structures, algorithms, etc. Self-motivated and passionate attitude Ability to prioritize and organize effectively Solid analytical and troubleshooting abilities Team player mindset and a great sense of humor Knowledge of Cyber Security domain - Advantage Experience with big data analysis e.g. Spark, AWS/Azure, Map Reduce, ElasticSearch (Advantage)  Benefits of working with us:   An inspiring work environment;   Paid vacation - 25 calendar days, 100% sick leave payment;   5 sick days per year;   Inflation-protected wages with regular revision of compensation conditions;   Medical insurance (after the end of the probationary period);   Parking space (upon request and availability);   English courses - 2 times a week (at the pandemic time - remotely);   Convenient location in the center of Minsk, 2 minutes from the Molodezhnaya metro station, at the address: st. Pinskaya;   Comfortable and well-equipped open-space with an organized home-style kitchen with fresh fruits, yogurts, a coffee machine, sweets, and biscuits;   Bright and memorable corporate life: corporate parties 2 times a year, gifts to employees in honor of life events, weekly pizza-fridays with board games.  Ключевые навыкиАнглийский — B1 — СреднийgolangGolangConsumer GoodsSoftware Development",https://hh.ru/vacancy/48449374?from=vacancy_search_list&query=go
Wanted,DevOps,от 150 000 до 350 000 руб. на руки,3–6 лет,"Полная занятость, полный день","['Docker', 'PostgreSQL', 'Redis', 'GO']","Требуемый опыт работы: 3–6 летПолная занятость, полный деньМы—технологическая компания, специализирующаяся на разработке программного обеспечения, мобильных сервисов и приложений. Одни из наших главных проектов - Megafon.tv и More.tv. Сейчас мы ищем разработчиков для расширения команды бэкенда. Приглашаем в команду сервиса megafon.tv — для участия в развитии платформы. МегаФон.ТВ — это операторский сервис с маркетинговой поддержкой от «МегаФон», который каждый день используют сотни тысяч пользователей. Продукт развивается уже 7 лет и у нас очень амбициозные планы на ближайшие годы. Мы предлагаем:   Высокий, стабильный оклад до 300 000 рублей на руки!   Официальное трудоустройство по ТК РФ   Гибкий график работы и гибкое начало дня   Полностью удалённый формат работы   При желании-возможность выйти в любой из наших офисов в Москве, Санкт-Петербурге и Тольятти   Перспектива профессионального и финансового роста в соответствии с ростом продукта и команды   Возможность корпоративного обучения и сертификации   Возможность работать над действительно масштабным проектом!   Лояльное и отзывчивое руководство   Что мы ждем от вас:   Опыт работы на аналогичной должности от 4 лет   Знание Go   Навыки работы с Ansible, drone CI, RabbitMQ, Redis, PostgreSQL, Docker, Prometheus, Grafana, Unix.   Навыки разработки и эксплуатации сервисов операторского класса с приличной нагрузкой и жёсткими SLA.   Навык работы в плоских SCRUM-командах со спринтами 2-4 недели (средний релизный цикл - 1 мес)   Что нужно будет делать:   Проектировать архитектуру - от небольших модулей до целых сервисов, такую, чтобы очень быстро и надёжно   Проектировать сервера в железе и облаках (Linux), проектировать и настраивать сети и коммутацию в логике и физике   Планировать и реализовывать системы развертывания (управления деплоем)   Админить PostgreSQL в кластерах, в будущем Redis, Tarantool. Анализировать работу и тюнинговать БД.   Иногда возвращаться к созданному ранее, чтобы пофиксить баги, отрефакторить или сделать ещё быстрее, надёжнее, безопаснееДля записи на собеседование - оставьте отклик!  Ключевые навыкиDockerPostgreSQLRedisGO",https://hh.ru/vacancy/48533673?from=vacancy_search_list&query=go
ГК «ХайТэк»,Golang developer,з/п не указана,1–3 года,"Полная занятость, удаленная работа","['PostgreSQL', 'Linux', 'Unix', 'Golang', 'Go', 'SSL']","Требуемый опыт работы: 1–3 годаПолная занятость, удаленная работаМы: ГК ХайТэк - разрабатываем систему унифицированных коммуникаций, мессенджер с видеозвонками, групповыми чатами, обменом файлами и медиа, видеоконференциями высокого разрешения и многими другими функциями. Производимые технологии позволяют корпорациям или отдельным командам взаимодействовать друг с другом в едином информационном пространстве. Что делаем:  Разрабатываем бекенд с бизнеcлогикой функционала видео конференций и чатов для клиентов (Android, iOS, Web, Desktop) платформы унифицированных коммуникаций. - https://iva-tech.ru/catalog/product-iva-mcu Проектируем и разрабатываем новый функционал продукта; Разрабатываем микросервисную архитектуру; Поддерживаем существующую кодовую базу; Проводим код-ревью; Работаем по методологии Kanban.  Мы ожидаем:  Golang (mod, unit / feature / integration тесты); PostgreSQL, websockets, TCP/IP; Знание команд UNIX, sh, awk, sed, умение работать с man, POSIX; Опыт разработки сетевых сервисов, протоколов.  Будет плюсом:  Знание системных вызовов Linux, procfs, SSL; Опыт работы с NATS, Redis, GitLab CI, Docker.  Что предлагаем:  Официальное трудоустройство и оформление согласно ТК РФ; Медицинскую страховку ДМС и НС – после испытательного срока; Корпоративную скидку на изучение английского языка и фитнес; Профессиональное обучение и сертификацию за счет средств Компании; Формат работы удаленно либо в офисе на свой выбор; Дополнительные стимулирующие выплаты. Ключевые навыкиPostgreSQLLinuxUnixGolangGoSSLАдресТекстильщики, Москва, Волгоградский проспект, 42Показать на большой карте",https://hh.ru/vacancy/46410241?from=vacancy_search_list&query=go
Akvelon Ukraine,Middle .NET Developer,з/п не указана,3–6 лет,"Полная занятость, гибкий график","['Английский\xa0— B1 — Средний', 'WPF', 'JavaScript', 'ASP.NET', 'C#', 'WCF']","Требуемый опыт работы: 3–6 летПолная занятость, гибкий графикAkvelon invites .NET developer to participate in developing software to solve real-world problems in the Container Handling industry within the project from Tideworks Inc. Our team is working on a few projects aimed to automate the processes within terminal. Stack:   .NET: Net Framework 4.7.1, ASP.NET Core, WCF, WPF, asynchronous & multithreading programming, MVVM, MVC Web: HTML/CSS, JavaScript, Backbone.js, AngularJS, ReactJS DB: Oracle, SQLite, MS SQL CE, Postgres Test Environment: NUnit, TeamCity, Perforce Process Management: Jira + TesRail + Crucible + Confluence  Required skills:  3+ years of .Net Framework commercial development Ability to read and understand C++ code Experience in multithreaded application development Knowledge of WCF, WPF, ASP.NET Core, NUnit, SQL, JavaScript Pre-intermediate level of English  As a plus:  Experience in process memory dump analysis Experience in network programming Experience in performance tuning and optimization  Responsibilities:  Work with ASP.NET Core, JSON data, building custom middleware, performance optimization Integration with new customers and implementing the new logic Developing and support of integration tests, emulating the whole gate workflow  We offer  To attend challenging projects from world-known companies Opportunity for self-realization, career and professional growth Official employment with competitive compensation Opportunity to go on international business trips Paid vacation, sick leave Flexible working schedule Official Ukrainian holidays are days off Corporate events English classes & speaking clubs Library with contemporary professional literature Friendly team Comfortable working environment Cozy workplaces Business center A class Convenient location, 5 minutes from a subway station. Ключевые навыкиАнглийский — B1 — СреднийWPFJavaScriptASP.NETC#WCF",https://hh.ru/vacancy/48503696?from=vacancy_search_list&query=go
Akvelon Ukraine,Middle .NET Developer,з/п не указана,3–6 лет,"Полная занятость, гибкий график","['Английский\xa0— B1 — Средний', 'WPF', 'JavaScript', 'ASP.NET', 'C#', 'WCF']","Требуемый опыт работы: 3–6 летПолная занятость, гибкий графикAkvelon invites .NET developer to participate in developing software to solve real-world problems in the Container Handling industry within the project from Tideworks Inc. Our team is working on a few projects aimed to automate the processes within terminal. Stack:   .NET: Net Framework 4.7.1, ASP.NET Core, WCF, WPF, asynchronous & multithreading programming, MVVM, MVC Web: HTML/CSS, JavaScript, Backbone.js, AngularJS, ReactJS DB: Oracle, SQLite, MS SQL CE, Postgres Test Environment: NUnit, TeamCity, Perforce Process Management: Jira + TesRail + Crucible + Confluence  Required skills:  3+ years of .Net Framework commercial development Ability to read and understand C++ code Experience in multithreaded application development Knowledge of WCF, WPF, ASP.NET Core, NUnit, SQL, JavaScript Pre-intermediate level of English  As a plus:  Experience in process memory dump analysis Experience in network programming Experience in performance tuning and optimization  Responsibilities:  Work with ASP.NET Core, JSON data, building custom middleware, performance optimization Integration with new customers and implementing the new logic Developing and support of integration tests, emulating the whole gate workflow  We offer  To attend challenging projects from world-known companies Opportunity for self-realization, career and professional growth Official employment with competitive compensation Opportunity to go on international business trips Paid vacation, sick leave Flexible working schedule Official Ukrainian holidays are days off Corporate events English classes & speaking clubs Library with contemporary professional literature Friendly team Comfortable working environment Cozy workplaces Business center A class Convenient location, 5 minutes from a subway station. Ключевые навыкиАнглийский — B1 — СреднийWPFJavaScriptASP.NETC#WCF",https://hh.ru/vacancy/48503695?from=vacancy_search_list&query=go
